-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,,
Dates (month/day/year): 01/01/2019 through 12/31/2021 ,,,,,,,,,,,,
Location: Latitude  10.7269   Longitude 106.6897 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 13.02 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,,
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,,,,
TS              MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,,
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,,
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,,,,,
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2019,10,11,27.92,24.07,25.99,28.11,5.47,31.26,25.8,18.68,80.19,1.99
2019,10,12,27.77,24.42,26.09,28.18,5.58,30.88,25.3,19.1,82.44,1.75
2019,10,13,27.4,24.96,26.19,27.38,3.2,29.23,26.04,19.71,86.62,1.99
2019,10,14,27.78,24.43,26.11,28.04,6.78,31.45,24.68,19.1,82.75,1.72
2019,10,15,27.61,25.12,26.37,27.64,4.31,30.07,25.76,19.9,86.56,3.57
2019,10,16,27.82,25.12,26.48,27.9,4.7,30.85,26.15,19.9,85.75,1.73
2019,10,17,27.68,25.15,26.42,27.66,3.7,29.82,26.12,19.96,86.44,4
2019,10,18,27.83,24.96,26.4,27.87,5.45,31.05,25.6,19.71,84.94,3.73
2019,10,19,27.42,25.45,26.44,27.37,3.37,29.52,26.15,20.26,89.12,7.7
2019,10,20,27.68,25.2,26.44,27.74,4.22,30.26,26.05,19.96,86.69,2.81
2019,10,21,28.01,24.6,26.31,28.4,6.57,31.66,25.09,19.29,82.56,1.63
2019,10,22,27.62,24.43,26.03,27.85,4.4,30.27,25.87,19.1,83.31,1.42
2019,10,23,27.98,24.75,26.37,28.21,5.86,31.34,25.48,19.47,83.12,3.12
2019,10,24,28.17,24.51,26.33,28.34,6.3,31.9,25.6,19.17,81.44,1.99
2019,10,25,28.07,24.62,26.35,28.33,6.57,31.73,25.16,19.35,82.44,1.73
2019,10,26,27.96,24.91,26.44,28.14,5.72,31.17,25.46,19.65,84.06,2.24
2019,10,27,27.72,24.96,26.34,27.91,5.96,31,25.04,19.78,85.56,4.73
2019,10,28,27.98,24.76,26.37,28.23,5.71,31.27,25.55,19.53,83.5,1.83
2019,10,29,27.9,24.19,26.05,28.43,6.66,31.55,24.88,18.86,81.31,0.29
2019,10,30,26.83,24,25.41,27.12,5.02,29.56,24.54,18.62,84.94,0.76
2019,10,31,27.08,24.33,25.7,27.48,5.33,30.06,24.74,19.04,85.5,3.52
2019,11,1,27.08,24.53,25.81,27.32,4.27,29.69,25.42,19.23,86.19,7.88
2019,11,2,27.11,24.19,25.65,27.3,3.62,29.19,25.58,18.8,84.31,4.03
2019,11,3,27.29,23.51,25.4,27.54,4.61,29.97,25.36,18.07,80.56,4.69
2019,11,4,26.78,24.19,25.48,27.24,5.69,29.79,24.1,18.8,86,3.02
2019,11,5,26.88,24.08,25.48,27.44,5.33,30.02,24.7,18.74,85.19,15.81
2019,11,6,26.98,24.67,25.83,27.3,4.51,29.59,25.08,19.41,87.44,31.06
2019,11,7,26.18,24.8,25.49,26.57,1.8,27.2,25.39,19.53,92.06,12.98
2019,11,8,26.98,23.38,25.18,27.42,5.6,29.86,24.26,17.88,81.31,4.09
2019,11,9,26.23,22.32,24.27,26.87,7.08,29.98,22.9,16.78,80,2.13
2019,11,10,23.75,21.35,22.55,24.49,4.87,26.68,21.81,15.81,86.75,9.17
2019,11,11,23.64,21.66,22.65,24.44,5.3,26.74,21.44,16.17,88.81,12.79
2019,11,12,25.94,22.08,24.01,26.19,7.88,29.87,21.98,16.6,80.25,0.29
2019,11,13,27.01,24.26,25.63,27.26,5.04,29.92,24.88,18.86,85.31,1.26
2019,11,14,27.14,23.91,25.52,27.51,5.55,30.37,24.82,18.49,83.19,0.81
2019,11,15,25.79,22.26,24.02,26.22,8.14,29.76,21.62,16.72,81.5,0.74
2019,11,16,26.68,23.26,24.97,27.08,6.72,30.55,23.83,17.76,82.31,0.43
2019,11,17,27.15,24.13,25.64,27.68,6.7,30.8,24.1,18.74,84.25,0.5
2019,11,18,26.87,24.16,25.51,27.27,5.15,30.22,25.07,18.74,85.56,1.65
2019,11,19,26.8,23.12,24.96,27.12,6.55,30.46,23.91,17.64,81.12,0.12
2019,11,20,26.13,21.63,23.88,26.35,7.37,29.98,22.62,16.11,77.25,0.01
2019,11,21,26.65,22.69,24.67,26.91,7.79,30.63,22.85,17.15,79.75,0.02
2019,11,22,27.15,22.88,25.02,27.54,7.54,30.73,23.18,17.4,78.5,0.05
2019,11,23,27.2,23.45,25.33,27.7,6.07,30.62,24.55,18.01,80.62,0.21
2019,11,24,26.81,23.95,25.38,27.26,6.04,30.31,24.27,18.55,84.94,0.59
2019,11,25,26.9,23.89,25.4,27.38,6.66,30.6,23.94,18.43,84.25,0.8
2019,11,26,27.19,24.05,25.62,27.52,6.91,31.04,24.14,18.68,83.94,0.14
2019,11,27,27.08,23.63,25.36,27.29,6.88,30.97,24.09,18.19,82.38,0.13
2019,11,28,26.87,23.5,25.19,27.09,7.62,31.03,23.41,18.07,82.75,0.01
2019,11,29,26.62,23.85,25.23,26.73,5.78,29.9,24.12,18.43,85.25,0.04
2019,11,30,26.7,23.46,25.08,26.93,6.7,30.6,23.91,18.01,83.19,0.01
2019,12,1,26.93,22.82,24.87,27.41,7.45,31.08,23.64,17.33,79.25,0
2019,12,2,26.27,22.3,24.29,26.54,6.46,29.82,23.36,16.78,79.5,0.03
2019,12,3,25.64,20.15,22.89,26.14,7.58,29.26,21.69,14.65,72.81,0
2019,12,4,24.94,18.98,21.96,25.56,9.14,29.02,19.88,13.61,70.75,0
2019,12,5,25.29,19.82,22.55,25.96,7.64,29.44,21.8,14.34,72.56,0
2019,12,6,23.9,18.62,21.26,24.93,9.63,28.87,19.24,13.37,73.5,0
2019,12,7,23.72,18.24,20.98,24.62,10.62,29.06,18.44,13.12,72.56,0
2019,12,8,23.93,18.65,21.29,24.83,9.95,28.6,18.65,13.37,73.5,0
2019,12,9,24.8,19.43,22.12,25.32,9.73,29.69,19.97,14.04,73.75,0
2019,12,10,24.97,20.66,22.82,25.7,8,29.27,21.27,15.14,78.25,0
2019,12,11,25.43,21.3,23.37,26.12,7.95,29.82,21.87,15.75,79.25,0
2019,12,12,25.85,21.38,23.62,26.22,7.25,29.98,22.73,15.81,77.31,0
2019,12,13,25.73,21.43,23.58,26.15,8.43,30.44,22.01,15.87,78.38,0
2019,12,14,26.37,22.1,24.23,26.68,8.95,31.33,22.37,16.54,78.75,0
2019,12,15,26.23,22.51,24.37,26.35,6.93,30.02,23.09,16.97,81,0
2019,12,16,26.51,22.33,24.42,26.67,8.16,31.19,23.03,16.78,79.12,0
2019,12,17,26.48,22.1,24.3,26.64,7.5,30.76,23.26,16.6,78.31,0
2019,12,18,26.69,22.26,24.48,26.98,7.7,31.09,23.4,16.72,77.88,0.08
2019,12,19,26.85,22.05,24.45,27.34,8.58,31.85,23.27,16.54,76.81,0
2019,12,20,26.22,20.87,23.55,26.72,8.72,31.5,22.78,15.44,75.5,0
2019,12,21,26.01,21.21,23.62,26.62,9.73,31.65,21.91,15.69,77.69,0
2019,12,22,26.28,21.94,24.12,27.01,9.45,31.83,22.39,16.42,79.38,0
2019,12,23,26.57,22.37,24.47,27.46,8.68,31.82,23.14,16.85,79.56,0
2019,12,24,26.41,21.94,24.18,27.18,8.88,31.76,22.87,16.42,78.5,0
2019,12,25,26.02,21.01,23.51,26.87,9.73,31.54,21.8,15.5,76.5,0
2019,12,26,26.4,21.48,23.94,27.24,8.85,31.75,22.9,15.93,76.5,0
2019,12,27,25.94,20.64,23.29,26.88,9.45,31.51,22.06,15.14,75.44,0
2019,12,28,25.51,19.65,22.58,26.62,9.88,30.94,21.07,14.28,72.69,0
2019,12,29,26.33,21.53,23.93,27.31,9.2,31.78,22.58,15.99,77.69,0
2019,12,30,27.37,22.48,24.93,28.23,9.55,33.05,23.5,16.97,77.44,0
2019,12,31,27.3,20.33,23.82,27.84,8.7,32.32,23.62,14.95,68.38,0
2020,1,1,26.7,19.63,23.16,27.24,11.87,32.9,21.03,14.22,67.62,0
2020,1,2,27.06,21.12,24.08,27.55,10.17,32.9,22.73,15.56,71.69,0
2020,1,3,26.52,21.3,23.91,26.78,7.84,31.09,23.26,15.75,74.62,0
2020,1,4,26.08,20.72,23.4,26.38,8.13,30.39,22.26,15.2,73.75,0
2020,1,5,26.11,19.12,22.61,26.85,10.61,32.01,21.4,13.85,69,0
2020,1,6,26.99,21,23.99,27.96,11.36,33,21.65,15.5,72.25,0.01
2020,1,7,27.65,21.75,24.7,28.45,10.23,33.51,23.28,16.24,72.75,0.01
2020,1,8,28.01,21,24.51,28.74,10.12,33.69,23.57,15.5,68.25,0
2020,1,9,27.76,20.69,24.23,28.59,10.85,34.07,23.22,15.26,68.31,0
2020,1,10,27.81,20.18,23.99,28.85,10.89,34.05,23.15,14.83,66.5,0
2020,1,11,27.89,21.24,24.56,29.18,10.29,33.98,23.68,15.75,70.12,0.01
2020,1,12,27.82,21.32,24.57,28.97,9.27,33.37,24.11,15.81,70.19,0.06
2020,1,13,27.14,19.08,23.11,28.32,10.12,33.21,23.08,13.85,65,0.02
2020,1,14,26.63,19.06,22.85,28.05,10.84,32.91,22.07,13.73,66,0
2020,1,15,26.73,18.45,22.58,27.76,11.07,33.11,22.04,13.43,64.88,0
2020,1,16,27.26,20.89,24.08,28.37,11.58,33.73,22.15,15.44,72.25,0
2020,1,17,27.43,21.46,24.44,28.55,10.15,33.37,23.23,15.99,73,0
2020,1,18,27.65,20.54,24.09,28.93,10.53,33.97,23.44,15.08,67.62,0
2020,1,19,27.55,19.26,23.4,28.61,10.2,33.66,23.47,13.92,63.25,0
2020,1,20,27.44,19.62,23.52,28.55,11.24,33.98,22.73,14.22,64.94,0
2020,1,21,27.68,19.67,23.67,28.72,11.23,34.2,22.97,14.28,64.88,0
2020,1,22,27.58,20.96,24.26,28.64,10.13,33.8,23.68,15.44,69.38,0
2020,1,23,27.28,20.18,23.73,28.33,9.54,33.12,23.58,14.77,68.19,0
2020,1,24,27.36,19.37,23.37,28.37,10.8,33.8,22.99,14.16,65.81,0
2020,1,25,27.01,21.38,24.19,28.15,8.88,32.49,23.61,15.87,73.5,0
2020,1,26,27.04,20.92,23.98,28.59,9.84,33.18,23.34,15.44,72,0
2020,1,27,26.37,21.4,23.89,27.74,8.88,31.54,22.67,15.87,76.12,0.01
2020,1,28,26.44,21.03,23.73,27.79,9.66,32.24,22.57,15.5,74.88,0.02
2020,1,29,27.05,20.98,24.01,28.4,9.98,33.11,23.12,15.44,72,0.01
2020,1,30,27.26,20.32,23.79,28.72,9.74,32.94,23.19,14.83,67.56,0.07
2020,1,31,26.4,18.34,22.37,27.94,8.98,32.15,23.18,13.12,62.94,0.28
2020,2,1,26.51,18.04,22.27,27.75,9.98,32.44,22.46,12.88,62,0.01
2020,2,2,26.62,17.9,22.26,28.17,11.68,33.24,21.56,12.82,62.06,0
2020,2,3,26.58,17.88,22.23,27.94,11.73,33.06,21.33,12.94,63.12,0
2020,2,4,27.08,19.46,23.27,28.28,10.71,33.49,22.77,14.1,66.19,0.03
2020,2,5,26.9,18.37,22.63,28.06,10.88,33.5,22.62,13.18,62.88,0
2020,2,6,26.33,17.68,22.01,27.76,11.52,32.89,21.37,12.63,62.56,0
2020,2,7,26.76,16.6,21.69,28.02,13.62,34.47,20.85,12.27,61.62,0
2020,2,8,27.81,20.06,23.94,28.74,11.73,33.95,22.22,14.65,65.62,0.05
2020,2,9,28.35,19.18,23.76,28.94,9.21,33.69,24.48,13.79,58.62,0.4
2020,2,10,27.64,19.98,23.81,28.3,8.49,32.65,24.15,14.53,64.38,0
2020,2,11,27.81,21.09,24.45,28.94,10.16,33.6,23.44,15.56,69.19,0
2020,2,12,27.88,21.55,24.72,29.11,9.73,33.68,23.94,16.05,71.19,0
2020,2,13,27.9,21.76,24.83,29.32,10.62,34.49,23.87,16.24,72.5,0
2020,2,14,27.26,21.83,24.55,28.91,9.37,33.01,23.65,16.3,74.81,0
2020,2,15,27.3,21.33,24.32,28.94,9.52,33.06,23.54,15.81,72.38,0.01
2020,2,16,28.17,21.83,25,29.81,10.96,34.53,23.57,16.3,71.62,0.07
2020,2,17,28.97,21.51,25.24,30.15,9.17,34.84,25.67,16.05,66.88,0.24
2020,2,18,28.51,18.8,23.65,29.8,11.16,34.9,23.74,13.49,57.69,0
2020,2,19,27.97,17.6,22.78,29.55,13.27,35.3,22.04,12.63,57.31,0
2020,2,20,28.17,18.12,23.14,29.68,13.12,35.42,22.3,13,58,0
2020,2,21,28.57,18.64,23.6,29.68,11.96,35.16,23.2,13.37,57.19,0
2020,2,22,27.81,17.76,22.79,28.87,12.08,33.97,21.89,12.63,57.12,0
2020,2,23,27.8,17.43,22.61,29.08,12.29,34.73,22.44,12.39,56.38,0
2020,2,24,27.55,17.14,22.34,29.18,13.24,35.05,21.81,12.33,57.25,0
2020,2,25,28.15,19.47,23.81,29.88,12.55,35.39,22.84,14.22,63,0
2020,2,26,28.46,20.61,24.53,30.13,11.84,35.42,23.58,15.14,65.69,0
2020,2,27,28.64,19.69,24.16,30.17,10.52,35.08,24.57,14.34,61.12,0
2020,2,28,28.19,18.37,23.28,29.98,11.52,34.78,23.26,13.31,58.5,0
2020,2,29,28.32,21.17,24.74,29.86,10.4,34.44,24.05,15.69,68.06,0
2020,3,1,28.74,21.86,25.3,30.39,10.45,35.12,24.68,16.42,69.5,0
2020,3,2,28.68,21.41,25.05,30.15,9.93,34.83,24.9,15.93,67.69,0.01
2020,3,3,28.71,20.67,24.69,30.19,9.7,34.99,25.3,15.26,64.5,0
2020,3,4,28.5,21.49,24.99,30.08,9.23,34.42,25.19,15.99,68.19,0
2020,3,5,28.41,21.51,24.96,29.76,8.38,33.87,25.48,16.05,68.56,0.09
2020,3,6,28.26,21.05,24.65,29.8,8.7,33.9,25.2,15.62,67.75,0
2020,3,7,28.98,21.87,25.43,30.91,10.77,35.83,25.05,16.36,68,0.55
2020,3,8,29.51,21.63,25.58,31.89,12.58,37.08,24.49,16.11,65.81,0.18
2020,3,9,29.58,22.95,26.27,31.66,10.19,35.91,25.73,17.52,69.94,0.7
2020,3,10,29.43,22.92,26.18,31.48,11.35,36.44,25.1,17.52,71.31,3.3
2020,3,11,28.65,22.51,25.58,30.31,7.12,33.21,26.09,16.97,70.69,2.67
2020,3,12,29.24,21.83,25.54,30.89,9.91,35.34,25.44,16.42,67.81,0.05
2020,3,13,29.01,22.47,25.74,30.77,9.91,35.09,25.18,16.97,70.12,0.04
2020,3,14,29.05,21.26,25.15,30.84,9,34.8,25.8,15.75,64.81,0.06
2020,3,15,28.99,21.92,25.45,30.31,9.45,34.75,25.31,16.42,68,0.01
2020,3,16,29.16,21.89,25.52,30.59,9.52,35.12,25.61,16.42,67.5,0.01
2020,3,17,29.14,21.83,25.49,30.62,9.27,34.63,25.37,16.36,67.12,0.02
2020,3,18,29.05,21.33,25.19,30.68,9.97,35.08,25.11,15.87,66.06,0.5
2020,3,19,28.9,21.12,25.01,30.57,8.27,34.32,26.05,15.69,65.31,0.62
2020,3,20,28.88,20.41,24.65,30.42,8.45,34.04,25.58,15.14,63.81,0.29
2020,3,21,28.99,21.3,25.15,30.65,9.81,35.03,25.23,15.87,66.31,1.01
2020,3,22,28.99,21.98,25.49,30.87,8.71,34.37,25.66,16.48,67.88,0.41
2020,3,23,28.58,21.93,25.26,30.56,8.8,34.05,25.25,16.42,69.5,0.73
2020,3,24,28.7,21.39,25.05,30.41,9.4,34.25,24.86,15.93,67.25,0.01
2020,3,25,29.39,21.95,25.67,30.9,8.13,34.53,26.4,16.48,66.12,0.07
2020,3,26,29.23,22.08,25.65,30.78,8.66,34.37,25.72,16.6,67.19,0.03
2020,3,27,29.23,22.18,25.7,31.12,9.01,34.7,25.69,16.66,67.12,0.01
2020,3,28,29.12,22.26,25.69,31.19,8.96,34.78,25.83,16.72,68.12,0.01
2020,3,29,29.38,21.26,25.32,31.4,8.29,34.52,26.23,15.81,63.69,0
2020,3,30,29.79,22.13,25.96,31.88,9.36,35.45,26.09,16.66,66.12,0
2020,3,31,29.58,22.72,26.15,31.69,9.72,35.48,25.76,17.27,68.94,0.01
2020,4,1,29.9,22.78,26.34,31.72,8.09,34.97,26.88,17.33,67.31,0.04
2020,4,2,30,22.15,26.07,31.72,8.22,34.93,26.71,16.66,64.62,0.22
2020,4,3,30.2,22.21,26.21,31.87,8.49,35.41,26.92,16.78,64.81,0.04
2020,4,4,30.26,22.51,26.39,31.93,8.24,35.43,27.19,17.03,65.12,0.05
2020,4,5,30.12,22.4,26.26,31.8,9.3,35.73,26.44,16.91,65.62,0.01
2020,4,6,30.11,21.89,26,31.94,9.13,35.7,26.56,16.42,63.81,0.05
2020,4,7,29.38,22.54,25.96,31.22,7.36,33.9,26.55,17.03,67.75,0.06
2020,4,8,29.69,23.11,26.4,31.24,7.29,33.95,26.66,17.64,69,0.31
2020,4,9,29.39,23.27,26.33,30.43,5.67,32.75,27.08,17.76,70.38,0.49
2020,4,10,29.82,23.09,26.45,31.25,7.03,34.13,27.1,17.58,68.44,0.02
2020,4,11,29.95,21.41,25.69,31.93,8.93,35.56,26.64,15.99,62.75,0.01
2020,4,12,29.86,23.15,26.51,31.63,7.88,34.91,27.03,17.7,68.56,6.63
2020,4,13,29.45,23.01,26.23,30.37,6.91,33.74,26.83,17.52,69.56,3.28
2020,4,14,29.6,22.71,26.15,30.83,9.06,34.72,25.65,17.21,68.19,2.95
2020,4,15,29.75,22.08,25.91,31.19,9.35,35.19,25.84,16.6,65.69,0.72
2020,4,16,29.51,22.76,26.13,30.58,6.75,33.42,26.67,17.27,68.31,0.61
2020,4,17,29.77,22.69,26.23,31.08,7.61,34.44,26.83,17.21,67.44,0.37
2020,4,18,29.98,22.16,26.07,31.75,9.63,35.79,26.15,16.66,65.5,0.03
2020,4,19,30.21,22.53,26.37,31.87,9.06,36.01,26.95,17.09,65.81,0.01
2020,4,20,30.62,22.26,26.44,32.49,10.12,36.83,26.72,16.85,64.19,0.01
2020,4,21,30.23,23.39,26.81,31.51,8.6,35.61,27.01,18.07,69.12,0.07
2020,4,22,30.26,24.12,27.19,31.31,6.22,33.78,27.57,18.8,70.88,0.36
2020,4,23,30.08,24.26,27.17,30.87,5.73,33.4,27.67,18.98,72.06,0.54
2020,4,24,29.81,24.52,27.16,30.47,5.02,33.01,27.98,19.23,74,0.99
2020,4,25,30.96,22.79,26.87,32.28,9.85,36.85,27.01,17.4,63.94,1.84
2020,4,26,30.48,23.1,26.79,31.61,8.11,35.46,27.35,17.64,66.06,2.46
2020,4,27,30.6,22.89,26.74,31.82,9.43,36.12,26.69,17.46,65.19,1.33
2020,4,28,30.52,22.52,26.52,31.98,8.77,35.8,27.04,17.03,64,0.22
2020,4,29,30.94,22.17,26.55,32.51,9.33,36.21,26.89,16.72,61.62,0.14
2020,4,30,31.03,22.42,26.73,32.58,9.25,36.82,27.57,17.03,62.5,0.16
2020,5,1,30.4,22.23,26.31,32.13,9.84,36.15,26.32,16.85,64.19,0
2020,5,2,30.6,22.81,26.71,32.58,10.33,36.8,26.48,17.4,65.62,0.04
2020,5,3,30.37,24.14,27.26,31.91,7.37,35.06,27.7,18.8,70.75,0.37
2020,5,4,30.7,23.91,27.3,32.55,8.12,35.87,27.76,18.55,68.94,0.89
2020,5,5,30.6,23.9,27.25,32.68,8.12,35.56,27.44,18.55,69.12,1.51
2020,5,6,30.43,24.14,27.29,32.02,6.42,34.06,27.64,18.8,70.19,0.34
2020,5,7,30.9,24.23,27.56,32.89,8.12,35.79,27.65,18.98,69.44,0.09
2020,5,8,31.12,24.65,27.89,33.15,8.12,35.93,27.8,19.41,70.12,0.9
2020,5,9,31.88,23.8,27.84,33.95,9.2,37.46,28.26,18.49,64.81,0.02
2020,5,10,31.26,23.28,27.26,33.03,8.15,36.06,27.91,17.94,64.94,0.02
2020,5,11,31.78,23.05,27.41,33.93,9.49,37.28,27.78,17.7,62.5,0.02
2020,5,12,32.2,22.79,27.49,34.63,10.75,38.73,27.98,17.4,60.25,0.03
2020,5,13,31.79,23.48,27.64,33.71,7.63,36.47,28.83,18.13,62.81,0.07
2020,5,14,31.76,23.98,27.87,33.45,7.77,36.58,28.82,18.68,64.94,0.06
2020,5,15,31.88,23.38,27.63,33.73,7.37,36.19,28.82,18.01,61.94,0.27
2020,5,16,31.08,23.83,27.45,32.21,6.57,34.9,28.33,18.49,66.62,7.33
2020,5,17,30.82,24.33,27.57,31.87,7.13,34.95,27.83,19.1,70.12,3.9
2020,5,18,30.51,24.82,27.66,31.61,6.94,34.36,27.42,19.65,73.12,1.78
2020,5,19,30.28,25.26,27.77,30.89,5.05,33.23,28.17,20.2,75.56,2.17
2020,5,20,29.82,25.7,27.76,30.36,5.52,32.98,27.46,20.69,79.56,9.65
2020,5,21,30.69,24.88,27.79,31.33,8.36,35.39,27.03,19.78,73.25,0.81
2020,5,22,30.01,25.54,27.77,30.38,5.52,33.17,27.64,20.51,78,5.48
2020,5,23,29.15,25.58,27.37,29.51,5.02,31.94,26.92,20.51,81.75,14.38
2020,5,24,28.81,25.65,27.23,29.32,5.01,31.62,26.61,20.57,83.62,18.54
2020,5,25,29.51,24.97,27.24,30.1,6.12,32.9,26.78,19.71,77.62,3.93
2020,5,26,30.12,24.54,27.33,30.8,7.02,34.01,26.98,19.23,73.5,0.97
2020,5,27,29.6,24.88,27.24,30.26,6.16,32.95,26.78,19.65,76.94,1.68
2020,5,28,29.13,25.19,27.15,29.65,4.92,31.72,26.8,20.02,80,10.58
2020,5,29,29.77,24.61,27.19,30.49,6.1,33.34,27.24,19.35,75.19,3.03
2020,5,30,29.65,24.25,26.94,30.51,6.41,33.59,27.18,18.92,74.19,5.12
2020,5,31,30.09,24.2,27.15,31.17,6.98,34.38,27.4,18.86,72.12,4.3
2020,6,1,29.32,24.83,27.07,30.08,5.65,32.46,26.81,19.59,77.81,15.3
2020,6,2,28.54,25.04,26.79,29.05,3.75,30.7,26.95,19.84,81.81,10.1
2020,6,3,28.81,24.57,26.69,29.73,6.34,32.23,25.89,19.29,79,7.29
2020,6,4,28.79,25.15,26.98,29.25,5.22,31.73,26.5,19.96,81.5,10.91
2020,6,5,29.01,24.7,26.86,29.78,7.01,32.94,25.94,19.47,79,4.87
2020,6,6,28.53,24.94,26.73,29.29,5.58,31.73,26.15,19.71,81.75,4.29
2020,6,7,28.55,24.43,26.49,29.24,6.91,32.39,25.48,19.1,79.5,4.6
2020,6,8,28.68,24.55,26.61,29.42,7.46,32.3,24.83,19.29,79.44,8.39
2020,6,9,29.2,24.98,27.09,29.65,6.14,32.44,26.3,19.78,79,2.79
2020,6,10,28.17,25.14,26.65,28.69,3.94,30.44,26.5,19.96,84,6.36
2020,6,11,28.17,24.76,26.46,28.71,5.24,31.33,26.09,19.53,82.44,6.77
2020,6,12,27.93,24.83,26.38,28.48,4.52,30.45,25.93,19.65,83.88,10.6
2020,6,13,28.46,25.4,26.93,28.98,5.64,31.65,26.01,20.32,84.19,18.46
2020,6,14,27.75,26.02,26.88,27.86,2.67,29.36,26.68,21.06,90.31,96.22
2020,6,15,27.69,25.73,26.72,27.83,3.12,29.47,26.35,20.69,89.12,145.58
2020,6,16,28.44,24.86,26.65,28.77,4.99,31.18,26.19,19.59,81.38,17.66
2020,6,17,28.17,25.16,26.66,28.58,4.77,30.57,25.8,19.96,84.12,46.53
2020,6,18,27.8,25.45,26.62,28.28,4.16,29.98,25.82,20.32,87.31,25.31
2020,6,19,27.8,25.91,26.85,28.08,3.5,29.76,26.26,20.94,89.56,24.93
2020,6,20,27.48,25.67,26.58,27.83,3.46,29.28,25.81,20.63,89.88,30.11
2020,6,21,27.62,25.12,26.37,28.22,4.31,29.98,25.65,19.96,86.62,3.13
2020,6,22,28.02,25.42,26.72,28.48,4.37,30.45,26.08,20.32,86,3.37
2020,6,23,28.31,25.33,26.82,28.65,4.13,30.41,26.29,20.2,84.25,0.77
2020,6,24,28.06,25.55,26.8,28.37,3.99,30.32,26.33,20.45,86.38,4.64
2020,6,25,27.19,25.26,26.23,27.69,3.14,28.99,25.85,20.08,89.31,8.33
2020,6,26,26.95,24.73,25.84,27.44,3.71,28.94,25.23,19.47,87.88,12.31
2020,6,27,27.18,24.8,25.99,27.64,4.15,29.48,25.33,19.53,87.06,5.46
2020,6,28,27.37,25.01,26.19,27.69,3.88,29.68,25.8,19.78,87.25,13.18
2020,6,29,26.64,24.96,25.8,27.02,2.49,28.01,25.53,19.71,90.56,49.84
2020,6,30,26.68,24.72,25.7,27.05,4.05,28.8,24.75,19.47,89.12,38.82
2020,7,1,26.93,24.02,25.48,27.34,6.03,29.9,23.87,18.68,84.5,5.04
2020,7,2,27.54,24.93,26.23,27.87,5.48,30.44,24.95,19.71,86.25,6.15
2020,7,3,27.12,25.31,26.22,27.44,3.54,29.11,25.57,20.14,90,17.06
2020,7,4,26.8,24.26,25.53,27.19,4.73,29.22,24.48,18.92,86.31,3.95
2020,7,5,27.26,24.66,25.96,27.6,5.13,29.9,24.76,19.41,86,13.02
2020,7,6,27.56,24.83,26.19,27.77,4.45,30.21,25.76,19.59,85.31,4.64
2020,7,7,27.36,24.96,26.16,27.63,3.74,29.54,25.8,19.71,86.94,1.23
2020,7,8,27.66,24.53,26.09,27.96,4.07,29.91,25.84,19.23,83.38,5.85
2020,7,9,27.1,24.82,25.96,27.52,4.17,29.13,24.96,19.59,87.5,9.68
2020,7,10,27.37,25.12,26.24,27.58,3.59,29.38,25.78,19.96,87.62,7.31
2020,7,11,27.09,24.82,25.96,27.58,4.69,29.62,24.94,19.59,87.69,3.44
2020,7,12,27.35,24.8,26.07,27.94,4.95,29.93,24.98,19.59,86.38,2.53
2020,7,13,27.44,25.04,26.24,28,4.52,29.94,25.42,19.84,87.12,8.17
2020,7,14,27.42,24.99,26.2,27.87,5.18,30.05,24.87,19.78,87,2.08
2020,7,15,27.73,25.13,26.43,27.94,4.07,29.62,25.55,19.96,86,4.58
2020,7,16,27.88,24.96,26.42,28.21,4.09,30.23,26.15,19.78,84.38,4.19
2020,7,17,27.55,24.92,26.23,27.93,4.03,29.71,25.68,19.71,85.81,1.03
2020,7,18,27.84,24.8,26.32,28.16,3.81,29.91,26.1,19.53,83.81,3.28
2020,7,19,28.58,24.48,26.53,28.94,5.41,31.54,26.12,19.23,79.12,3.22
2020,7,20,28.27,25.11,26.69,28.55,4.3,30.87,26.58,19.96,83.25,10.88
2020,7,21,28.1,24.47,26.28,28.19,3.7,30.02,26.32,19.17,80.88,2.47
